"created_date","agency","complaint_type","descriptor","borough","incident_zip","latitude","longitude","location_type","street_name","status","resolution_description"
"2026-03-17T08:58:48.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","QUEENS","11427","40.72905477660514","-73.73855494452269","Street","BRADDOCK AVENUE","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:58:32.000","DSNY","Missed Collection","Trash","STATEN ISLAND","10312","40.541851012356844","-74.15586904762353","Street","ROBINSON AVENUE","Closed","The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request."
"2026-03-17T08:58:05.000","DOT","Street Condition","Pothole","QUEENS","11434",,,,"170 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:58:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","BRONX","10469","40.85979031065493","-73.84766251281734",,"ASTOR AVENUE","Closed","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint."
"2026-03-17T08:58:00.000","DOT","Street Light Condition","Street Light Out","BRONX","10463","40.87906521493882","-73.90911852678158",,"WEST  230 STREET","Assigned","Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below."
"2026-03-17T08:58:00.000","DEP","Water System","Hydrant Running (WC3)","BROOKLYN","11238","40.6728326974985","-73.96906924545588",,"GRAND ARMY PLAZA","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:57:34.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","QUEENS","11428","40.71672876583627","-73.74875444141851","Street","HOLLIS COURT BOULEVARD","Closed","No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization."
"2026-03-17T08:57:02.000","DSNY","Missed Collection","Trash","QUEENS","11369","40.766287070518125","-73.87371348600664","Street","24 AVENUE","Closed","The Department of Sanitation investigated this complaint and found no condition at the location."
"2026-03-17T08:56:31.000","DOT","Street Condition","Pothole","QUEENS","11434","40.68266446695532","-73.77588097574849",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:56:26.000","DOT","Street Condition","Pothole","QUEENS","11102","40.77215050644078","-73.92899144535951",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:56:00.000","DOT","Street Light Condition","Multiple Street Lights Out","QUEENS","11357","40.76918924777085","-73.83729185789679",,"WHITESTONE EXPY","Open",
"2026-03-17T08:56:00.000","DEP","Water System","Leak (Use Comments) (WA2)","QUEENS","11411","40.69474916647013","-73.74035191868742",,"220 STREET","Started","The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint."
"2026-03-17T08:55:41.000","DOT","Street Condition","Pothole","QUEENS","11356",,,,"120 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:55:23.000","DOT","Street Condition","Pothole","BROOKLYN","11238","40.67224287340994","-73.96103047741562",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:54:13.000","DPR","Damaged Tree","Branch Cracked and Will Fall","BROOKLYN","11228","40.61720269474329","-74.00540656987066","Street","77 STREET","Closed","NYC Parks visited the site and inspected the condition. No work is necessary at this time."
"2026-03-17T08:54:11.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11419","40.682089935754654","-73.82984270888137","Street","111 STREET","In Progress","NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:54:05.000","DOT","Street Condition","Pothole","QUEENS","11363","40.76226007666981","-73.7569827812684",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:53:53.000","DOT","Street Condition","Pothole","QUEENS","11355",,,,"ELDER AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:53:27.000","DSNY","Missed Collection","Trash","BROOKLYN","11231","40.67752493047141","-73.99978008056661","Street","LUQUER STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:53:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","BROOKLYN","11237","40.707122070787534","-73.92093811504031",,"ST NICHOLAS AVENUE","Closed","The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin."
"2026-03-17T08:52:51.000","DOT","Street Condition","Pothole","QUEENS","11421","40.697560878384216","-73.85274666955925",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:52:42.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11412","40.689907713733604","-73.75425717402727","Street","196 STREET","In Progress","NYC Parks created a work order for the tree condition and expects to address the issue within 28 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:52:16.000","DOT","Street Condition","Pothole","QUEENS","11354",,,,"120 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:52:12.000","DOT","Street Condition","Pothole","BROOKLYN","11233",,,,"HOWARD AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:52:00.000","DEP","Sewer","Culvert Blocked/Needs Cleaning (SE)","QUEENS","11374","40.72466013612124","-73.86878475519192",,"63 AVENUE","Started","The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint."
"2026-03-17T08:50:53.000","DOT","Street Condition","Pothole","MANHATTAN","10075","40.77428341114541","-73.95729530066863",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:50:21.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","QUEENS","11420","40.676785209684155","-73.80942555087894","Street","130 STREET","In Progress",
"2026-03-17T08:49:40.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","BROOKLYN","11210","40.61972555972939","-73.95038807110741","Street","BEDFORD AVENUE","In Progress",
"2026-03-17T08:49:00.000","DEP","Water System","Hydrant Defective (WC2)","QUEENS","11420","40.676785209684155","-73.80942555087894",,"130 STREET","Open",
"2026-03-17T08:48:25.000","DOT","Street Condition","Pothole","MANHATTAN","10019",,,,"12 AVENUE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:47:56.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11354","40.76549091580089","-73.80800930656166","Street","157 STREET","In Progress","NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:47:48.000","DOT","Street Condition","Pothole","MANHATTAN","10019",,,,"12 AVENUE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:47:24.000","DOT","Street Condition","Pothole","BROOKLYN","11217",,,,"STATE STREET","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:47:23.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11427","40.72761508651427","-73.7502756449579","Street","WHITE HALL TERRACE","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:47:12.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11411","40.687369429588976","-73.73004286824741","Street","234 STREET","Closed","NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:47:08.000","DOT","Street Condition","Pothole","MANHATTAN","10075","40.77333562386791","-73.95505383514801",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:47:00.000","DSNY","Missed Collection","Compost","BROOKLYN","11234","40.61780272026866","-73.9362444001867","Street","AVENUE P","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:46:58.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","STATEN ISLAND","10312","40.53118661418466","-74.16809674901218","Street","SHIRLEY AVENUE","In Progress","NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:46:00.000","DEP","Water System","Leak (Use Comments) (WA2)","QUEENS","11428","40.7158446770937","-73.74612803457954",,"JAMAICA AVENUE","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:45:54.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11429","40.70482197926554","-73.74627100082115","Street","COLFAX STREET","In Progress","NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:45:50.000","DOT","Street Condition","Pothole","MANHATTAN","10019","40.77146410530942","-73.99434623559422",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:45:47.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","STATEN ISLAND","10312","40.5489285129365","-74.18285845102683","Street","SHELDON AVENUE","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:45:00.000","DEP","Water System","Hydrant Knocked Over/Missing (WC)","QUEENS","11354","40.76236916181372","-73.8192846072776",,"ROOSEVELT AVENUE","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:45:00.000","DSNY","Missed Collection","Bulky Trash","BROOKLYN","11214","40.60298415185357","-73.9879287389956","Street","81 STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:44:45.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11414","40.65259786240862","-73.8479157833895","Street","83 STREET","Closed","NYC Parks visited the site and inspected the condition. No work is necessary at this time."
"2026-03-17T08:44:04.000","DOT","Street Condition","Pothole","QUEENS","11004",,,,"254 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:43:49.000","DOT","Street Condition","Pothole","QUEENS","11102",,,,"31 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:43:47.000","DOT","Street Condition","Pothole","QUEENS","11375",,,,"72 DRIVE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:43:10.000","DOT","Street Condition","Pothole","BRONX","10452",,,,"CROMWELL AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:43:08.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","QUEENS","11414","40.66576459908134","-73.85213198877484","Street","82 STREET","Closed","NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:43:00.000","DOT","Street Light Condition","Street Light Cycling","STATEN ISLAND","10314","40.6089235103466","-74.14291245042587",,"WOODWARD AVENUE","Open",
"2026-03-17T08:42:51.000","DOT","Street Condition","Pothole","QUEENS","11105",,,,"31 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:42:45.000","DOT","Street Condition","Pothole","QUEENS","11372",,,,"88 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:42:14.000","DOT","Street Condition","Pothole","STATEN ISLAND","10302",,,,"JEWETT AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:41:47.000","DOT","Street Condition","Failed Street Repair","QUEENS","11377","40.738630790146914","-73.90832494843146","Street","48 AVENUE","Closed","The Department of Transportation inspected the condition, sent notice to responsible party, and temporary repairs were made to make the area safe."
"2026-03-17T08:41:00.000","DEP","Sewer","RAIN GARDEN DEBRIS (GIRGD)","BROOKLYN","11208","40.674848345314196","-73.87906354787722",,"ATKINS AVENUE","Open",
"2026-03-17T08:40:39.000","DOT","Street Condition","Pothole","BRONX","10466",,,,"BOSTON ROAD","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:40:34.000","DOT","Street Condition","Pothole","MANHATTAN","10024","40.78461032743777","-73.96983341361204",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:40:17.000","DOT","Street Condition","Pothole","QUEENS","11411",,,,"224 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:40:03.000","DSNY","Missed Collection","Trash","QUEENS","11105","40.77473002050507","-73.90873378576526","Street","DITMARS BOULEVARD","Closed","The Department of Sanitation investigated this complaint and found no condition at the location."
"2026-03-17T08:40:00.000","DEP","Water System","Leak (Use Comments) (WA2)","QUEENS","11375","40.71767715418025","-73.85700226243004",,"YELLOWSTON BOULEVARD","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:39:42.000","DOT","Street Condition","Pothole","STATEN ISLAND","10314",,,,"SLOSSON AVENUE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:39:33.000","DOT","Street Condition","Pothole","QUEENS","11354","40.76871388896755","-73.82031795334352",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:39:12.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11040","40.75008639316867","-73.7092957809092","Street","265 STREET","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:38:40.000","DOT","Street Condition","Pothole","STATEN ISLAND","10314",,,,"MANOR ROAD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:38:23.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","QUEENS","11412","40.689907713733604","-73.75425717402727","Street","196 STREET","In Progress","NYC Parks created a work order for the tree condition and expects to address the issue within 28 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:38:10.000","DOT","Street Condition","Pothole","STATEN ISLAND","10314",,,,"MANOR ROAD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:38:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","QUEENS","11355","40.741473960553414","-73.81448396663659",,"58 ROAD","Closed","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint."
"2026-03-17T08:37:54.000","DOT","Street Condition","Pothole","QUEENS","11365","40.733832643727794","-73.80784433486089",,"HORACE HARDING EXPRESSWAY","Pending","The Department of Transportation referred this complaint to the Inspections Unit for further action."
"2026-03-17T08:37:51.000","DOT","Street Condition","Pothole","MANHATTAN","10128","40.78858546268302","-73.95528188275227",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:37:34.000","DOT","Street Condition","Pothole","BROOKLYN","11237","40.6999378733718","-73.91180788979796",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:37:23.000","DOT","Sidewalk Condition","Broken Sidewalk","STATEN ISLAND","10308","40.561461252339804","-74.15693691062154","Sidewalk","ELVERTON AVENUE","In Progress",
"2026-03-17T08:37:23.000","DOT","Street Condition","Pothole","QUEENS","11385","40.69231708717993","-73.8826775691776",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:37:05.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","STATEN ISLAND","10306","40.571958485828674","-74.09938328801907","Street","MORELAND STREET","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:37:01.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11426","40.7353428366913","-73.7266478708175","Street","83 AVENUE","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:36:50.000","DOT","Street Condition","Pothole","BROOKLYN","11211","40.71453897070833","-73.95170267882844",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:36:32.000","DOT","Street Condition","Cave-in","QUEENS","11429","40.719891689470664","-73.73212977672146","Street","222 STREET","In Progress","The Department of Transportation will inspect the condition and will determine the next action."
"2026-03-17T08:36:00.000","DEP","Sewer","Sewer Backup (Use Comments) (SA)","BRONX","10467","40.861911632474836","-73.862704270605",,"MATTHEWS AVENUE","Closed","The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint."
"2026-03-17T08:35:43.000","DOT","Street Condition","Depression Maintenance","BROOKLYN","11237","40.69942773009148","-73.91230985742006",,,"Pending","The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675)."
"2026-03-17T08:35:18.000","DSNY","Missed Collection","Trash","BROOKLYN","11230","40.620543790848465","-73.96632341569524","Street","EAST 9 STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:35:12.000","DOT","Sidewalk Condition","Broken Sidewalk","QUEENS","11374","40.73389688024485","-73.85775767018927","Sidewalk","99 STREET","In Progress",
"2026-03-17T08:35:00.000","DSNY","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","STATEN ISLAND","10312","40.53665027068516","-74.15125193559632","Street","HYLAN BOULEVARD","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:34:34.000","DOT","Street Condition","Pothole","BRONX","10461",,,,"EAST TREMONT AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:34:33.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11433","40.698698031231565","-73.77374618714575","Street","179 PLACE","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:34:00.000","DOT","Street Light Condition","Lamppost Wire Exposed","MANHATTAN","10004","40.70617977080345","-74.01124956663475",,"BROAD STREET","Open",
"2026-03-17T08:33:44.000","DOT","Street Condition","Pothole","BROOKLYN","11222","40.719567396229145","-73.94560234054737",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:33:29.000","DSNY","Missed Collection","Recycling - Metal/Glass/Rigid Plastic","QUEENS","11419","40.685392499308755","-73.83400964579666","Street","103 AVENUE","Closed","The Department of Sanitation investigated this complaint and found no condition at the location."
"2026-03-17T08:33:04.000","DOT","Street Condition","Cave-in","QUEENS","11429","40.711720297872176","-73.729695356672","Street","HEMPSTEAD AVENUE","In Progress","The Department of Transportation will inspect the condition and will determine the next action."
"2026-03-17T08:32:50.000","DOT","Street Condition","Pothole","BROOKLYN","11233",,,,"HOWARD AVENUE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:32:26.000","DOT","Street Condition","Cave-in","MANHATTAN","10013","40.71946762906772","-74.0043722965949","Street","CHURCH STREET","Closed","The Department of Transportation inspected the condition you reported and determined that it requires general maintenance. The details have been processed into another system and it is expected to be repaired in a future project."
"2026-03-17T08:32:08.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11412","40.70641118444959","-73.75256605530043","Street","205 STREET","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:32:00.000","DOT","Street Condition","Pothole","BROOKLYN","11218",,,,"40 STREET","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T08:30:48.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","BROOKLYN","11219","40.63092950283245","-74.00198509842352","Street","60 STREET","In Progress","NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:30:44.000","DSNY","Missed Collection","Bulky Trash","BROOKLYN","11209","40.62305645885141","-74.02935870069939","Street","86 STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:29:11.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11419","40.694257833420714","-73.81578013025208","Street","97 AVENUE","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:28:36.000","DOT","Street Condition","Pothole","STATEN ISLAND","10304","40.60910493597719","-74.09150798765103",,,"Closed","The Department of Transportation inspected this complaint and found that the problem was fixed."
"2026-03-17T08:28:05.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11423","40.72842656175593","-73.78079992056054","Street","188 STREET","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T08:27:53.000","DOT","Street Condition","Pothole","MANHATTAN","10003",,,,"2 AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:27:43.000","DSNY","Missed Collection","Compost","BROOKLYN","11221","40.6968713249134","-73.92652558621138","Street","DEKALB AVENUE","Closed","The Department of Sanitation investigated this complaint and found no condition at the location."
"2026-03-17T08:27:23.000","DSNY","Missed Collection","Trash","MANHATTAN","10017","40.75355120432254","-73.97122625129624","Street","EAST 47 STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:27:12.000","DOT","Street Condition","Cave-in","QUEENS","11429","40.713500916144355","-73.73055025635828","Street","101 AVENUE","In Progress","The Department of Transportation will inspect the condition and will determine the next action."
"2026-03-17T08:26:49.000","DSNY","Missed Collection","Trash","QUEENS","11435","40.71280814157535","-73.81308481785226","Street","84 ROAD","Closed","The Department of Sanitation investigated this complaint and found no condition at the location."
"2026-03-17T08:26:37.000","DOT","Street Condition","Pothole","QUEENS","11428",,,,"94 AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:26:32.000","DOT","Street Condition","Pothole","MANHATTAN","10009","40.73300497418835","-73.97542068014397",,"EAST   20 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:26:22.000","DSNY","Missed Collection","Compost","STATEN ISLAND","10305","40.59621630056395","-74.07506685610251","Street","BIONIA AVENUE","Closed","The Department of Sanitation (DSNY) investigated your report. DSNY uses a split body truck to collect your trash and composting on your recycling day. Large items cannot always fit in these types of trucks. Please set out large items on your non-recycling day."
"2026-03-17T08:25:57.000","DOT","Street Condition","Pothole","MANHATTAN","10010",,,,"EAST   20 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T08:25:54.000","DOT","Sidewalk Condition","Broken Sidewalk","BROOKLYN","11238","40.676956168775305","-73.9722831768352","Sidewalk","FLATBUSH AVENUE","In Progress",
"2026-03-17T08:25:49.000","DSNY","Missed Collection","Compost","QUEENS","11435","40.70617962330449","-73.8081404542976","Street","HILLSIDE AVENUE","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:25:43.000","DSNY","Missed Collection","Trash","STATEN ISLAND","10303","40.63308165848177","-74.14631842931259","Street","MORNINGSTAR ROAD","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T08:25:15.000","DOT","Street Condition","Pothole","MANHATTAN","10010",,,,"EAST   20 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T08:25:10.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11414","40.66248585495463","-73.8349064791794","Street","99 STREET","Closed","NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T08:25:00.000","DEP","Sewer","Catch Basin Sunken/Damaged/Raised (SC1)","BRONX","10451","40.8274651025431","-73.92481318287588",,"EAST  161 STREET","Started","The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint."
"2026-03-17T08:24:32.000","DOT","Sidewalk Condition","Broken Sidewalk","BROOKLYN","11207","40.66197044627414","-73.88778791474424","Sidewalk","MILLER AVENUE","In Progress",
"2026-03-17T08:24:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","MANHATTAN","10025","40.79792764195428","-73.96937952075972",,"BROADWAY","Closed","The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint."
