sample_id,created_date,agency,complaint_type,descriptor,borough,incident_zip,latitude,longitude,location_type,street_name,status,resolution_description,request_month,request_hour,feature_text,maintenance_group
REQ-00001,2026-03-23 02:07:00,DOT,Street Condition,Pothole,QUEENS,11432,,,,GRAND CENTRL PARKWAY,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,2,pothole |  | grand centrl parkway | queens | dot | closed,pavement_surface
REQ-04283,2026-03-19 18:22:00,DEP,Water System,Dirty Water (WE),STATEN ISLAND,10304,40.58935376660864,-74.09768454700311,,SEAVIEW AVENUE,Open,,3,18,dirty water (we) |  | seaview avenue | staten island | dep | open,water_network
REQ-04284,2026-03-19 18:20:00,DEP,Water System,Hydrant Running Full (WA4),QUEENS,11412,40.68981095430143,-73.75522030995344,,195 STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,18,hydrant running full (wa4) |  | 195 street | queens | dep | closed,water_network
REQ-04285,2026-03-19 18:18:12,DOT,Street Condition,Pothole,MANHATTAN,10012,40.72693345363691,-73.99991701807936,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,18,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04286,2026-03-19 18:16:18,DOT,Street Condition,Pothole,MANHATTAN,10013,40.71912715292691,-74.00693719752891,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,18,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04287,2026-03-19 18:15:52,DOT,Street Condition,Pothole,MANHATTAN,10002,40.71738136619148,-73.99130257662281,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,18,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04288,2026-03-19 18:15:00,DOT,Street Light Condition,Street Light Out,BRONX,10475,40.87518936518711,-73.82899057253027,,DEKRUIF PLACE,Open,,3,18,street light out |  | dekruif place | bronx | dot | open,lighting
REQ-04289,2026-03-19 18:12:32,DOT,Street Condition,Pothole,STATEN ISLAND,10306,40.55960515654224,-74.12115970523202,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,18,pothole |  |  | staten island | dot | open,pavement_surface
REQ-04290,2026-03-19 18:12:00,DEP,Water System,Hydrant Running Full (WA4),QUEENS,11412,40.68990709756494,-73.75525601620505,,195 STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,18,hydrant running full (wa4) |  | 195 street | queens | dep | closed,water_network
REQ-04291,2026-03-19 18:12:00,DEP,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),BROOKLYN,11203,40.647389016829315,-73.92313142308834,,EAST   57 STREET,Open,,3,18,catch basin clogged/flooding (use comments) (sc) |  | east   57 street | brooklyn | dep | open,water_network
REQ-04292,2026-03-19 18:12:00,DEP,Water System,Dirty Water (WE),BROOKLYN,11214,40.59070970846762,-73.99116425135074,,26 AVENUE,Open,,3,18,dirty water (we) |  | 26 avenue | brooklyn | dep | open,water_network
REQ-04293,2026-03-19 18:10:20,DOT,Street Condition,Pothole,BRONX,10474,,,,GARRISON AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,18,pothole |  | garrison avenue | bronx | dot | open,pavement_surface
REQ-04294,2026-03-19 18:09:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN,11203,40.647389016829315,-73.92313142308834,,EAST   57 STREET,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",3,18,sewer backup (use comments) (sa) |  | east   57 street | brooklyn | dep | closed,water_network
REQ-04295,2026-03-19 18:07:00,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),QUEENS,11429,40.70247838203285,-73.73430239557452,,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,18,possible water main break (use comments) (wa1) |  |  | queens | dep | closed,water_network
REQ-04296,2026-03-19 18:06:27,DOT,Street Condition,Pothole,QUEENS,11417,,,,NORTH CONDUIT AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,18,pothole |  | north conduit avenue | queens | dot | open,pavement_surface
REQ-04297,2026-03-19 18:05:12,DPR,Damaged Tree,Branch or Limb Has Fallen Down,STATEN ISLAND,10301,40.638595732886905,-74.0905611699975,Street,ARNOLD STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",3,18,branch or limb has fallen down | street | arnold street | staten island | dpr | closed,urban_forestry
REQ-04298,2026-03-19 18:00:49,DOT,Sidewalk Condition,Sidewalk Violation,BROOKLYN,11220,40.645956999554016,-74.00721066530487,Sidewalk,47 STREET,In Progress,,3,18,sidewalk violation | sidewalk | 47 street | brooklyn | dot | in progress,pedestrian_infrastructure
REQ-04299,2026-03-19 18:00:26,DSNY,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,QUEENS,11385,40.7087891691067,-73.87055093066499,Street,VALENTINE PLACE,Closed,The Department of Sanitation collected the requested items.,3,18,recycling - paper/metal/glass/rigid plastic | street | valentine place | queens | dsny | closed,sanitation
REQ-04300,2026-03-19 18:00:00,DEP,Water System,Dirty Water (WE),BROOKLYN,11219,40.63458169852419,-73.98384812465169,,44 STREET,Open,,3,18,dirty water (we) |  | 44 street | brooklyn | dep | open,water_network
REQ-04301,2026-03-19 18:00:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),BRONX,10472,40.83036731129295,-73.8728221810414,,METCALF AVENUE,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",3,18,catch basin sunken/damaged/raised (sc1) |  | metcalf avenue | bronx | dep | closed,water_network
REQ-04302,2026-03-19 18:00:00,DOT,Street Condition,Pothole,STATEN ISLAND,10312,40.54492979355119,-74.1773028513753,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,18,pothole |  |  | staten island | dot | open,pavement_surface
REQ-04303,2026-03-19 17:59:15,DOT,Street Condition,Pothole,BRONX,10468,,,,JEROME AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | jerome avenue | bronx | dot | open,pavement_surface
REQ-04304,2026-03-19 17:58:17,DPR,Damaged Tree,Branch Cracked and Will Fall,BRONX,10460,40.844798096717334,-73.87964370120724,Street,VYSE AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",3,17,branch cracked and will fall | street | vyse avenue | bronx | dpr | in progress,urban_forestry
REQ-04305,2026-03-19 17:58:12,DOT,Street Condition,Pothole,QUEENS,11691,,,,ELVIRA AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  | elvira avenue | queens | dot | closed,pavement_surface
REQ-04306,2026-03-19 17:58:11,DOT,Street Condition,Pothole,BRONX,10468,,,,JEROME AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | jerome avenue | bronx | dot | open,pavement_surface
REQ-04307,2026-03-19 17:58:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),STATEN ISLAND,10314,40.61324033139488,-74.11685208976755,,SLOSSON AVENUE,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",3,17,sewer backup (use comments) (sa) |  | slosson avenue | staten island | dep | closed,water_network
REQ-04308,2026-03-19 17:58:00,DEP,Sewer,Sewer Odor (SA2),BROOKLYN,11203,40.647389016829315,-73.92313142308834,,EAST   57 STREET,Open,,3,17,sewer odor (sa2) |  | east   57 street | brooklyn | dep | open,water_network
REQ-04309,2026-03-19 17:56:06,DOT,Sidewalk Condition,Broken Sidewalk,BROOKLYN,11235,40.58254997131551,-73.95707589080438,Sidewalk,NEPTUNE AVENUE,In Progress,,3,17,broken sidewalk | sidewalk | neptune avenue | brooklyn | dot | in progress,pedestrian_infrastructure
REQ-04310,2026-03-19 17:55:00,DEP,Water System,Leak (Use Comments) (WA2),MANHATTAN,10017,40.75049367625375,-73.97171120282837,,,Assigned,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",3,17,leak (use comments) (wa2) |  |  | manhattan | dep | assigned,water_network
REQ-04311,2026-03-19 17:54:00,DEP,Water System,Leak (Use Comments) (WA2),QUEENS,11419,40.6937310406014,-73.81763152575583,,97 AVENUE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,leak (use comments) (wa2) |  | 97 avenue | queens | dep | closed,water_network
REQ-04312,2026-03-19 17:52:27,DOT,Street Condition,Plate Condition - Noisy,QUEENS,11377,40.76275428677199,-73.90481545711229,Street,50 STREET,In Progress,,3,17,plate condition - noisy | street | 50 street | queens | dot | in progress,pavement_surface
REQ-04313,2026-03-19 17:50:41,DPR,Damaged Tree,Tree Leaning/Uprooted,BROOKLYN,11211,40.70873067688335,-73.9577232378458,Street,MARCY AVENUE,In Progress,,3,17,tree leaning/uprooted | street | marcy avenue | brooklyn | dpr | in progress,urban_forestry
REQ-04314,2026-03-19 17:49:23,DSNY,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,STATEN ISLAND,10306,40.560907917360346,-74.10845418771608,Street,ISERNIA AVENUE,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,3,17,recycling - paper/metal/glass/rigid plastic | street | isernia avenue | staten island | dsny | closed,sanitation
REQ-04315,2026-03-19 17:48:09,DOT,Street Condition,Pothole,BRONX,10462,,,,WHITE PLAINS ROAD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  | white plains road | bronx | dot | closed,pavement_surface
REQ-04316,2026-03-19 17:44:00,DEP,Water System,Leak (Use Comments) (WA2),MANHATTAN,10002,40.71601184966966,-73.9930523047615,,ELDRIDGE STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,leak (use comments) (wa2) |  | eldridge street | manhattan | dep | closed,water_network
REQ-04317,2026-03-19 17:43:38,DOT,Street Condition,Failed Street Repair,BROOKLYN,11231,,,Street,VERONA STREET,In Progress,,3,17,failed street repair | street | verona street | brooklyn | dot | in progress,pavement_surface
REQ-04318,2026-03-19 17:43:10,DOT,Street Condition,Pothole,BRONX,10456,40.827684869811854,-73.89979754369395,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  |  | bronx | dot | closed,pavement_surface
REQ-04319,2026-03-19 17:42:10,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,STATEN ISLAND,10312,40.54798374242424,-74.16700555449624,Street,RICHMOND AVENUE,In Progress,,3,17,trees and sidewalks program | street | richmond avenue | staten island | dpr | in progress,water_network
REQ-04320,2026-03-19 17:39:40,DOT,Street Condition,Pothole,BROOKLYN,11223,40.60495309336484,-73.96542374777039,,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,17,pothole |  |  | brooklyn | dot | closed,pavement_surface
REQ-04321,2026-03-19 17:38:26,DOT,Street Condition,Pothole,BRONX,10464,,,,SHORE ROAD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  | shore road | bronx | dot | closed,pavement_surface
REQ-04322,2026-03-19 17:37:36,DOT,Street Condition,Pothole,STATEN ISLAND,10314,40.617875249401315,-74.11787237065894,,,Closed,The Department of Transportation inspected this complaint and found that the problem was fixed.,3,17,pothole |  |  | staten island | dot | closed,pavement_surface
REQ-04323,2026-03-19 17:37:12,DOT,Street Condition,Pothole,MANHATTAN,10031,40.82326405406118,-73.95276190334795,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  |  | manhattan | dot | open,pavement_surface
REQ-04324,2026-03-19 17:37:05,DOT,Street Condition,Pothole,BRONX,10466,40.89856485840039,-73.85865322294433,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  |  | bronx | dot | open,pavement_surface
REQ-04325,2026-03-19 17:35:51,DOT,Street Condition,Pothole,QUEENS,11357,,,,163 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | 163 street | queens | dot | open,pavement_surface
REQ-04326,2026-03-19 17:35:10,DOT,Street Condition,Pothole,QUEENS,11417,,,,ROCKAWAY BOULEVARD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | rockaway boulevard | queens | dot | open,pavement_surface
REQ-04327,2026-03-19 17:34:00,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),QUEENS,11379,40.71682332403352,-73.87322281452771,,79 PLACE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,possible water main break (use comments) (wa1) |  | 79 place | queens | dep | closed,water_network
REQ-04328,2026-03-19 17:33:41,DPR,Damaged Tree,Branch or Limb Has Fallen Down,QUEENS,11004,40.743039173915264,-73.71532435806749,Street,255 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",3,17,branch or limb has fallen down | street | 255 street | queens | dpr | in progress,urban_forestry
REQ-04329,2026-03-19 17:33:00,DEP,Water System,LOW WATER PRESSURE - WLWP,BRONX,10473,40.80661978235325,-73.84983956737898,,HORIZON LANE,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,3,17,low water pressure - wlwp |  | horizon lane | bronx | dep | closed,water_network
REQ-04330,2026-03-19 17:32:45,DOT,Street Condition,Pothole,QUEENS,11385,,,,MENAHAN STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | menahan street | queens | dot | open,pavement_surface
REQ-04331,2026-03-19 17:32:26,DSNY,Missed Collection,Compost,QUEENS,11368,40.75464620530179,-73.87088050840555,Street,97 STREET,Closed,The Department of Sanitation collected the requested items.,3,17,compost | street | 97 street | queens | dsny | closed,sanitation
REQ-04332,2026-03-19 17:32:20,DOT,Street Condition,Pothole,BRONX,10461,,,,MAYFLOWER AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  | mayflower avenue | bronx | dot | closed,pavement_surface
REQ-04333,2026-03-19 17:32:15,DOT,Street Condition,Pothole,BRONX,10464,,,,SHORE ROAD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | shore road | bronx | dot | open,pavement_surface
REQ-04334,2026-03-19 17:31:15,DOT,Street Condition,Pothole,BRONX,10465,40.839724517578325,-73.82499426488133,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  |  | bronx | dot | open,pavement_surface
REQ-04335,2026-03-19 17:30:49,DOT,Sidewalk Condition,Sidewalk Collapsed,QUEENS,11375,40.724418217562054,-73.84223559066777,Sidewalk,JEWEL AVENUE,In Progress,,3,17,sidewalk collapsed | sidewalk | jewel avenue | queens | dot | in progress,pedestrian_infrastructure
REQ-04336,2026-03-19 17:30:22,DOT,Street Condition,Pothole,BRONX,10470,,,,WEBSTER AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  | webster avenue | bronx | dot | closed,pavement_surface
REQ-04337,2026-03-19 17:28:40,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,QUEENS,11412,40.68763156605491,-73.76174398514708,Street,FARMERS BOULEVARD,In Progress,,3,17,trees and sidewalks program | street | farmers boulevard | queens | dpr | in progress,water_network
REQ-04338,2026-03-19 17:26:59,DOT,Street Condition,Pothole,MANHATTAN,10025,,,,WEST   92 STREET,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,17,pothole |  | west   92 street | manhattan | dot | closed,pavement_surface
REQ-04339,2026-03-19 17:25:00,DEP,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),BRONX,10463,40.881708121071334,-73.9088256091705,,IRWIN AVENUE,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",3,17,catch basin sunken/damaged/raised (sc1) |  | irwin avenue | bronx | dep | closed,water_network
REQ-04340,2026-03-19 17:22:29,DOT,Street Condition,Cave-in,QUEENS,11420,40.67826861352652,-73.82219123057668,Street,117 STREET,In Progress,The Department of Transportation will inspect the condition and will determine the next action.,3,17,cave-in | street | 117 street | queens | dot | in progress,pavement_surface
REQ-04341,2026-03-19 17:22:17,DOT,Street Condition,Pothole,BROOKLYN,11228,,,,70 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | 70 street | brooklyn | dot | open,pavement_surface
REQ-04342,2026-03-19 17:22:00,DEP,Water System,Hydrant Running (WC3),QUEENS,11412,40.68981095430143,-73.75522030995344,,195 STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,hydrant running (wc3) |  | 195 street | queens | dep | closed,water_network
REQ-04343,2026-03-19 17:21:13,DOT,Sidewalk Condition,Broken Sidewalk,BROOKLYN,11209,40.63085955441662,-74.01759206081081,Sidewalk,OVINGTON AVENUE,In Progress,,3,17,broken sidewalk | sidewalk | ovington avenue | brooklyn | dot | in progress,pedestrian_infrastructure
REQ-04344,2026-03-19 17:20:10,DOT,Street Condition,Pothole,QUEENS,11373,,,,80 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | 80 street | queens | dot | open,pavement_surface
REQ-04345,2026-03-19 17:20:06,DOT,Street Condition,Defective Hardware,MANHATTAN,10002,40.715948158628365,-73.9866745785263,Street,GRAND STREET,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,3,17,defective hardware | street | grand street | manhattan | dot | closed,pavement_surface
REQ-04346,2026-03-19 17:20:00,DEP,Water System,Possible Water Main Break (Use Comments) (WA1),QUEENS,11427,40.72220584840139,-73.75701699913478,,209 STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,possible water main break (use comments) (wa1) |  | 209 street | queens | dep | closed,water_network
REQ-04347,2026-03-19 17:17:23,DOT,Street Condition,Pothole,BRONX,10456,,,,FRANKLIN AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  | franklin avenue | bronx | dot | closed,pavement_surface
REQ-04348,2026-03-19 17:17:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),STATEN ISLAND,10301,40.63179273652494,-74.102073591187,,GREGG PLACE,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,3,17,sewer backup (use comments) (sa) |  | gregg place | staten island | dep | closed,water_network
REQ-04349,2026-03-19 17:16:00,DEP,Water System,Hydrant Running (WC3),BRONX,10467,40.8749210576572,-73.87690614558501,,PERRY AVENUE,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,hydrant running (wc3) |  | perry avenue | bronx | dep | closed,water_network
REQ-04350,2026-03-19 17:15:32,DOT,Street Condition,Cave-in,BROOKLYN,11233,40.685882959139754,-73.92080464701054,Street,HANCOCK STREET,In Progress,,3,17,cave-in | street | hancock street | brooklyn | dot | in progress,pavement_surface
REQ-04351,2026-03-19 17:15:29,DOT,Street Condition,Pothole,BROOKLYN,11211,,,,DEVOE STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  | devoe street | brooklyn | dot | closed,pavement_surface
REQ-04352,2026-03-19 17:15:28,DOT,Street Condition,Pothole,BRONX,10469,,,,ELY AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  | ely avenue | bronx | dot | open,pavement_surface
REQ-04353,2026-03-19 17:15:00,DOT,Street Light Condition,Street Light Out,BROOKLYN,11201,40.69642528689028,-73.99441029909732,,COLLEGE PLACE,Open,,3,17,street light out |  | college place | brooklyn | dot | open,lighting
REQ-04354,2026-03-19 17:14:00,DEP,Water System,Hydrant Leaking (WC1),MANHATTAN,10036,40.75620197378878,-73.9813858347331,,WEST   45 STREET,Assigned,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",3,17,hydrant leaking (wc1) |  | west   45 street | manhattan | dep | assigned,water_network
REQ-04355,2026-03-19 17:13:32,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BRONX,10473,40.813174185844645,-73.84774392716984,Street,HOWE AVENUE,In Progress,,3,17,"rough, pitted or cracked roads | street | howe avenue | bronx | dot | in progress",pavement_surface
REQ-04356,2026-03-19 17:11:00,DEP,Water System,Hydrant Running (WC3),QUEENS,11377,40.75156301771518,-73.90368731701467,,58 STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,hydrant running (wc3) |  | 58 street | queens | dep | closed,water_network
REQ-04357,2026-03-19 17:09:20,DOT,Street Condition,Pothole,MANHATTAN,10019,40.76788087189685,-73.98149087437686,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,17,pothole |  |  | manhattan | dot | open,pavement_surface
REQ-04358,2026-03-19 17:09:04,DOT,Street Condition,Cave-in,QUEENS,11691,40.6034886245737,-73.75461487419877,Street,BEACH 22 STREET,In Progress,The Department of Transportation will inspect the condition and will determine the next action.,3,17,cave-in | street | beach 22 street | queens | dot | in progress,pavement_surface
REQ-04359,2026-03-19 17:08:00,DEP,Water System,Leak (Use Comments) (WA2),BROOKLYN,11208,40.687937751954664,-73.8735589869163,,CRESCENT STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,leak (use comments) (wa2) |  | crescent street | brooklyn | dep | closed,water_network
REQ-04360,2026-03-19 17:07:04,DSNY,Missed Collection,Bulky Recycling,QUEENS,11422,40.67226850554732,-73.73159644829933,Street,243 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,3,17,bulky recycling | street | 243 street | queens | dsny | closed,sanitation
REQ-04361,2026-03-19 17:05:29,DOT,Street Condition,Pothole,BROOKLYN,11234,,,,BERGEN AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  | bergen avenue | brooklyn | dot | closed,pavement_surface
REQ-04362,2026-03-19 17:04:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN,11216,40.68413952135013,-73.94902410591199,,PUTNAM AVENUE,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",3,17,sewer backup (use comments) (sa) |  | putnam avenue | brooklyn | dep | closed,water_network
REQ-04363,2026-03-19 17:03:22,DOT,Street Condition,Pothole,BROOKLYN,11234,,,,BERGEN AVENUE,Closed,The Department of Transportation inspected this complaint and repaired the problem.,3,17,pothole |  | bergen avenue | brooklyn | dot | closed,pavement_surface
REQ-04364,2026-03-19 17:01:34,DOT,Street Condition,Blocked - Construction,MANHATTAN,10032,40.84138024281771,-73.93770346971272,Street,AUDUBON AVENUE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,3,17,blocked - construction | street | audubon avenue | manhattan | dot | closed,pavement_surface
REQ-04365,2026-03-19 17:00:14,DOT,Street Condition,Pothole,MANHATTAN,10019,40.76468444245788,-73.99178735329583,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,17,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04366,2026-03-19 16:59:17,DOT,Street Condition,Pothole,MANHATTAN,10128,40.77786041939,-73.94571358976137,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | manhattan | dot | open,pavement_surface
REQ-04367,2026-03-19 16:58:49,DOT,Street Condition,Pothole,MANHATTAN,10032,40.83923235901528,-73.94554424821676,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  |  | manhattan | dot | closed,pavement_surface
REQ-04368,2026-03-19 16:58:46,DOT,Street Condition,Pothole,MANHATTAN,10019,,,,WEST   53 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  | west   53 street | manhattan | dot | open,pavement_surface
REQ-04369,2026-03-19 16:58:00,DEP,Water System,Hydrant Running Full (WA4),QUEENS,11412,40.689992338450864,-73.75532782181944,,195 STREET,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,hydrant running full (wa4) |  | 195 street | queens | dep | closed,water_network
REQ-04370,2026-03-19 16:58:00,DEP,Water System,Hydrant Knocked Over/Missing (WC),MANHATTAN,10009,40.72628126680944,-73.98033347711242,,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,hydrant knocked over/missing (wc) |  |  | manhattan | dep | closed,water_network
REQ-04371,2026-03-19 16:56:58,DOT,Street Condition,Pothole,STATEN ISLAND,10304,,,,RARITAN AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,16,pothole |  | raritan avenue | staten island | dot | closed,pavement_surface
REQ-04372,2026-03-19 16:56:54,DOT,Street Condition,Pothole,MANHATTAN,10128,40.780436870370714,-73.94988197391493,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,16,pothole |  |  | manhattan | dot | open,pavement_surface
REQ-04373,2026-03-19 16:56:42,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,STATEN ISLAND,10309,40.52145638770117,-74.22977228175617,Street,WEINER STREET,In Progress,,3,16,trees and sidewalks program | street | weiner street | staten island | dpr | in progress,water_network
